epoch,back,bill_base,bill_end,loss,lr,neck_base,tail,val_back,val_bill_base,val_bill_end,val_loss,val_neck_base,val_tail
108,1.6943266018643044e-05,0.0005789227434433997,0.0004879900370724499,0.0005445656133815646,6.25e-06,0.0009918700670823455,0.0006471016677096486,1.6456238881801255e-05,0.0008472162880934775,0.0004959326470270753,0.0007034873706288636,0.0012954800622537732,0.0008623519097454846
109,1.8262611774844117e-05,0.0005620344309136271,0.00045641601900570095,0.0005414527258835733,6.25e-06,0.0010218445677310228,0.0006487054633907974,1.6981844964902848e-05,0.0009164743823930621,0.0005403243121691048,0.0007363985641859472,0.0013290105853229761,0.0008792011067271233
110,1.7074515199055895e-05,0.0005955100059509277,0.0004642466956283897,0.0005365877295844257,6.25e-06,0.0009814654476940632,0.0006246425327844918,1.7173044398077764e-05,0.0008815638138912618,0.0005761355860158801,0.0007461736095137894,0.0013489668490365148,0.0009070284431800246
111,1.7591193682164885e-05,0.0006026547052897513,0.0004647155583370477,0.0005445551360026002,6.25e-06,0.0010107404086738825,0.0006270749145187438,1.8542925317888148e-05,0.0009406388271600008,0.0005594802787527442,0.0007352622924372554,0.0012938353465870023,0.0008638141443952918
112,1.6721849533496425e-05,0.0005867785657756031,0.00046325111179612577,0.0005338731571100652,6.25e-06,0.000983372563496232,0.0006192393484525383,1.6702439097571187e-05,0.0009439456043764949,0.0006272374885156751,0.0007841133628971875,0.0014064202550798655,0.000926260428968817
113,1.8371461919741705e-05,0.0006219908245839179,0.000502884213346988,0.0005595269612967968,6.25e-06,0.0010162596590816975,0.0006381289567798376,1.7324529835605063e-05,0.0009462195448577404,0.0005987891927361488,0.000754307140596211,0.001397342188283801,0.0008118595578707755
114,1.744923611113336e-05,0.000586396548897028,0.00046932665281929076,0.0005449997261166573,3.125e-06,0.001007791142910719,0.0006440361030399799,1.6979411157080904e-05,0.0008529647602699697,0.0005797256017103791,0.0007293694652616978,0.0013400320895016193,0.0008571452926844358
115,1.847073872340843e-05,0.0006131633999757469,0.0004568335134536028,0.0005444993148557842,3.125e-06,0.0009946859208866954,0.0006393422954715788,1.8934946638182737e-05,0.0009106796933338046,0.000527113676071167,0.0007478767074644566,0.0013958753552287817,0.0008867799188010395
116,1.706386319710873e-05,0.0006274726474657655,0.000471711769932881,0.0005463603301905096,3.125e-06,0.0009919392177835107,0.0006236136541701853,2.0554849470499903e-05,0.0009868432534858584,0.0005605053156614304,0.0007629038882441819,0.0013843608321622014,0.0008622554014436901
117,1.7669703083811328e-05,0.0005867130821570754,0.00046845554606989026,0.0005373570020310581,3.125e-06,0.0009881971636787057,0.0006257491186261177,1.5661104043829255e-05,0.000986696220934391,0.0005918550887145102,0.0007786217029206455,0.0013900726335123181,0.0009088240913115442
118,1.698677078820765e-05,0.000586019828915596,0.0004766814527101815,0.0005403114482760429,3.125e-06,0.0009849730413407087,0.0006368953618220985,1.8230570276500657e-05,0.0009673012536950409,0.0005408668075688183,0.0007600209210067987,0.001301548327319324,0.0009721575188450515
